,author_id,created_at,text,id
56,20893376,2017-04-04T02:46:13.000Z,Just tried to make myself cookies AND I FUCKING BURNT THEM! WHYYYYY,849090703271636992
57,2541650353,2017-04-02T15:50:04.000Z,I May not say it a lot but I hate apologetic ARMYS I hope they choke on every dick but BTS's,848563189851795456
58,126390621,2017-04-02T18:42:58.000Z,RT @LouisFeola3: @On_Gawwdd Kris is the mom you idiot,848606701569880064
59,3397093452,2017-04-04T17:41:56.000Z,RT @Reuters: Islamic State says U.S. 'being run by an idiot' https://t.co/PfARQeZrYh https://t.co/CYZ75ldtOH,849316117772476416
60,14788128,2017-03-30T10:56:33.000Z,Breathtaking.....making money from the Presidency and his idiot supporters don't see a problem.... https://t.co/yt9Hqhw7qk,847402160396435457
61,132296369,2017-04-03T19:32:35.000Z,"Niggas don't hate yall man, they just don't like you as a person. 😂😂😂",848981575870144513
62,4767308600,2017-04-05T12:53:37.000Z,@NBCNews No Donald Trump this is all on you!! Pack your bags Your Stupid Narcissistic Lunatic Ass Is FIRED!!,849605948343689216
63,749199493233508352,2017-04-01T03:07:06.000Z,Is the APC a bumbling Eunuch or a retarded Infant? https://t.co/bvfbhmxGc3 https://t.co/gs8kBhCZEd,848008795145986053
64,15173318,2017-04-08T02:37:32.000Z,just went I thought I was done with this shitty week the alarm system isnt working and I can't leave. OH MY GOD! I HATE THIS PLACE!,850538069526753281
65,897853855,2017-04-03T00:54:58.000Z,"Y'all nigga terrible @ Washington, District of Columbia https://t.co/dWKMyjt2nJ",848700318418321408
66,2716518717,2017-03-30T21:43:42.000Z,"RT @mirandalyn_: I HATE WHEN SOMEONES IN A RELATIONSHIP OR SOME SHIT &amp; PEOPLE KNOW BUT HOES STILL ""TRY"" &amp; GET WITH YO MAN!!! LIKE BTFU!!!",847565021013884928
67,833072984973836289,2017-04-05T14:13:22.000Z,@nytimes @realDonaldTrump hey.....I think ISIS is correct!!!  Trump...you are ruining our reputation in the world!  YOU ARE A FUCKING IDIOT!,849626018121961472
68,807525323021553664,2017-04-06T21:16:12.000Z,"RT @bruce_arthur: If the idiot son-in-law deposes the insane racist, that's an improvement  https://t.co/5C9IiOx1Ki",850094815471468544
69,804851414774255617,2017-04-06T14:26:29.000Z,@thehill Perhaps an IQ test should be a requirement for members of Congress. This idiot and Sheila Jackson Lee would flunk,849991706909061120
70,804891469748310016,2017-04-03T03:12:58.000Z,RT @alejandraxabn: sleep paralysis is the worst fuckin thing to experience,848735047268093952
71,3147124309,2017-04-06T04:10:31.000Z,RT @ayeekkayla: i hate those fucking teachers that mark you tardy for not being seated when the bell rings,849836693792333824
72,770965724,2017-04-01T03:31:55.000Z,This nigga harden gonna pull up twice and miss bad😂,848015040464736256
73,3998194391,2017-04-08T02:28:08.000Z,@WoozyKam I hate his character his emo disposition his actions basically everything about Sasuke besides his powers piss me off,850535703905787904
74,774024782991986688,2017-04-02T19:28:38.000Z,"@JayWCobb Where's ""leadership are idiots who have no idea what they're doing"" ?",848618193950093312
75,3302749262,2017-04-03T02:54:06.000Z,RT @KeunteH: My attitude wayyyy toooo horrible for a Softttttt Ass niggggaaa!!!!!!!🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣,848730299307524096
76,4855500352,2017-04-02T22:28:41.000Z,RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,848663505037340672
77,3290666534,2017-04-05T20:07:05.000Z,"If You Think It Isn't , Go To Hell , I Hate You And I Wanna Stab You To Death .",849715033819033600
78,371990941,2017-04-08T04:02:43.000Z,RT @trillsuade: I hate Niggaas that act like bitches 👎🏾,850559506593566720
79,1052039834,2017-04-02T06:44:03.000Z,"The amount of aggressive, disrespectful, disgusting niggas I came into contact with tonight was UNREAL. Swear they wanted to die",848425780275286017
80,1483069034,2017-04-05T18:03:01.000Z,"RT @lagueritaxo: IF YOU HATE ME OVER A GUY, YOU'RE WACK AS HELL BOO",849683811428446215
81,2970796972,2017-04-04T01:08:23.000Z,I COULDNT HAVE DEALT W THIS! MY PATIENCE AND TOLERANCE FOR STUPID BITCHES LIKE THIS IS  NONEXISTENT. https://t.co/VFCephU2sh,849066082728071168
82,761711689742094336,2017-04-07T00:48:13.000Z,"RT @AnnCoulter: Const requires 2/3ds vote to override a presidential veto. According to idiot McCain, it ALSO takes 2/3ds vote to pass law…",850148171204489216
83,1492048776,2017-04-08T18:45:16.000Z,RT @lulmaryjane: They need to bomb yo ugly ass https://t.co/1pKG3adrsm,850781607564673024
84,381191896,2017-04-03T00:21:22.000Z,RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,848691862739329024
85,2655485856,2017-04-05T21:55:11.000Z,RT @gabiekin_: I HATE PLAYERS DUDE YALL CAN GO TO HELL FOHHHH,849742238074757123
86,119462820,2017-04-06T21:23:02.000Z,RT @eduardo_LACS: WTF SOUTH AFRICA?? What the hell are you doing lifting the ban on rhino horn sales??? Outrageous &amp; stupid https://t.co/sT…,850096535148924928
87,349119487,2017-04-05T18:43:30.000Z,This nigga Reub has some of the worst communication skills 🤦🏾‍♂️,849693999401242624
88,239310673,2017-04-05T09:50:08.000Z,RT @emanin: Bloody Islamic Bastards https://t.co/kbS2gIK2ki,849559773255266306
89,817835452673576961,2017-04-08T00:34:48.000Z,@madisoncheyann Alex is also a homo with no friends and cheated on you about 9 times and your stupid if u think he is nice and his nose looks like big bird,850507182663581697
90,2908635491,2017-04-02T21:55:48.000Z,RT @_DUDEImVida: 🤦🏽‍♀️ I hate a run and tell ya business ass bitch,848655229671395328
91,177423179,2017-04-04T15:34:52.000Z,"RT @Bila_Badazz: Worst question to ask a nigga .. "" What are we "" 😂😂😂😂😂😂😂😂",849284140386185217
92,250840021,2017-04-05T20:39:41.000Z,@mcspocky Having this idiot on the Nat'l security council is just as idiotic to think that Trump has the nuclear codes,849723237881659392
93,2469173179,2017-04-05T13:24:15.000Z,"I hate clingy ass people. Don't text me 100 times, don't be all over me, just no.",849613657478754305
94,848321682,2017-04-01T04:54:45.000Z,RT @eringilfoy: damn snapchat spectacles r so sick https://t.co/1BWCvSKhoO,848035886176419840
95,3313051032,2017-04-07T01:38:15.000Z,@RonnieRadke this is why he should've never been elected president 😒.. fucking hate that asshole,850160762496720898
96,2529541580,2017-04-08T15:17:51.000Z,I had a very bad day on #5YearswithEXO anniversary...my supervisor and workmates just a group of bitches besides i hate my part-time job 😒,850729409472417797
97,4853924578,2017-04-04T04:38:13.000Z,"I know the game I should teach it , cause these nigga hate for Mfn reason 🤷🏽‍♀️ !",849118888998711296
98,2186937099,2017-04-03T06:39:51.000Z,"Just cause my money running like Forrest gump, I got niggas hate me like I'm Donald trump #Dolph 🔥🔥💪🏿",848787111180472320
99,3950697449,2017-03-30T14:17:52.000Z,Have U heard reported why Europe has been decimated?Me neither.The idiots policy's on Syria Iraq Libya. Loons need 2be tarred and feathered,847452823361015808
100,4788122914,2017-04-02T02:41:15.000Z,@xlMLGGamerlx @brenchong No they couldn't you retard,848364677633585154
101,4735545908,2017-03-31T06:16:26.000Z,Hate when some 1 starts to tell me something then says nvm like na nigga you gotta tell me now 😂,847694054582214657
102,18170845,2017-04-07T13:27:04.000Z,#Assad is bad. Jihadis also bad &amp; would still be bad w Assad gone. Assad is an asshole but he didn't create #ISIS. @marcorubio wrong here. https://t.co/BUcAwVqsmc,850339142051540997
103,2943994689,2017-03-31T14:16:09.000Z,"Her: Shut up ugly 
Me: what I'll bEAT yo ass 
Her: oh mah gawd.. https://t.co/q991u88s0P",847814779208990720
104,74624834,2017-04-06T22:04:34.000Z,"RT @XplodingUnicorn: [rains nonstop for 2 days]

Wife: We almost need an ark

Me: The boat or the thing that melts Nazi faces?

Wife:

Me:…",850106987320922112
105,1695630702,2017-03-31T21:57:10.000Z,"RT @dynastyycolee: Don't fall stupid for these niggas words, let these niggas show u actions",847930797881294848
106,4865885727,2017-04-06T12:01:53.000Z,"RT @livingd0ll: I hate a frontin ass person, stay from around me!!! Perioddd",849955317127499776
107,297117387,2017-04-01T00:32:04.000Z,RT @LexiiEsAqui: I HATE ALL YOU NIGGAS https://t.co/ZrVzYuFXs1,847969779746996225
108,427906539,2017-04-02T22:14:22.000Z,"RT @sdawga97: I hate a ""girls that smoke are ugly"" ass nigga",848659902134464513
109,741162326578102273,2017-04-05T23:36:38.000Z,RT @jjackiediazz: I hate ungrateful bitches 🙄 https://t.co/BQFQYU3ft0,849767768798797824
110,2377608704,2017-04-06T21:42:15.000Z,"RT @AnnCoulter: Const requires 2/3ds vote to override a presidential veto. According to idiot McCain, it ALSO takes 2/3ds vote to pass law…",850101371164442624
111,318824336,2017-03-30T13:56:17.000Z,Ima get it in til da day that I go! Niggas don't act like niggas no mo! Hate when niggas act like they ain't from the trenches no mo..... https://t.co/g5zYcA9h0T,847447391758401536
112,795916614189387776,2017-04-03T16:44:19.000Z,Niggas hate apologizing but always doing something they need to apologize for,848939230189555712
113,1216866434,2017-04-05T11:45:46.000Z,mfs should not have iPhone 5c's those shits so ugly,849588873344823297
114,3382759979,2017-04-04T15:31:29.000Z,"RT @YosoyJramirez: When you been texting her all day y no te responde. But you go on twitter and she tweets ""diablo why ugly niggas always…",849283288938278912
115,829432901439741952,2017-04-05T01:29:50.000Z,@Complex @Ez4u2say_Janis Yes but this idiot is also sending troops in harms way and nobody is talking about it,849433868654452736
116,595491996,2017-04-01T04:16:08.000Z,nyc_kicks_collector's photo https://t.co/r08syyjzpr this nigga retarded,848026167936528384
117,606565036,2017-04-06T03:58:14.000Z,RT @__citgo: Nbs yo too bad our couches folded on niggas https://t.co/Ia7JfXFENT,849833602582011905
118,2896296995,2017-03-31T02:08:46.000Z,@McHonrd That one was the worst one out of the 3 strikes LMFAOOOO nigga said eat a banana then get drugged just cuz you at a banana 😂your mind diff,847631727220596736
119,572847319,2017-04-07T07:28:30.000Z,"""It takes a village to raise a child""  FFS And a village idiot to believe that Hillary NWO slogan: Princ... https://t.co/A3CqdbPRYP",850248905811939328
120,3166117321,2017-04-07T23:33:30.000Z,RT @Nunuss__: I really hate this nigga 🙄 https://t.co/IGvdBCN2KW,850491755992461312
121,588805607,2017-03-30T16:44:49.000Z,RT @TiaaGuwop_: Hate bitches that be thirsty for friends that irritate me,847489804564606977
122,3100749414,2017-04-08T01:19:13.000Z,FLIP OFF BOOTS: Minecraft Retards (Pt1): https://t.co/TZau1RqljT via @YouTube,850518360462938114
123,449263639,2017-04-02T21:06:23.000Z,RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,848642793543262208
124,3129861152,2017-04-08T13:24:00.000Z,n yeah u hate boys coz u r lesbian😂😂😂😂 https://t.co/5Wr5jFkZsq,850700758190366720
125,724376021508734976,2017-04-07T15:41:34.000Z,Them Z6NE niggas are evil 😂😂😩 they cause nothing but heartache and headaches 😂😂😂😂,850372990114160640
126,96256810,2017-04-03T01:26:55.000Z,"God, I miss when people hated that Miz was mocking Daniel Bryan. Smarks are idiots sometimes. #WrestleMania",848708358907494400
127,3102725582,2017-03-30T16:19:57.000Z,RT @virginkudi: Don't let idiots ruin your day  #Life #lifelessons #lifeadvice #lifequotes #quotesonlife #lifequotes https://t.co/lj1m64uC37,847483546667057152
128,34120448,2017-04-06T03:06:51.000Z,WHAT?! I am a lesbian. It is my JOB to hate (cishet) men. I signed a damn CONTRACT.,849820671555358721
129,320871630,2017-04-01T16:54:06.000Z,@DufourJW THE SEATS DONT MATCH UP THERES NO BLEACHERS!!!! FUCKING HATE NYC,848216916502118401
130,2449698240,2017-04-06T15:24:01.000Z,"RT @AnnCoulter: Const requires 2/3ds vote to override a presidential veto. According to idiot McCain, it ALSO takes 2/3ds vote to pass law…",850006185646444544
131,813944993521860608,2017-04-08T00:22:26.000Z,RT @mattmfm: I'm really fucking sick of watching the Republican Party be rewarded for flagrantly degrading our democracy.,850504070502600706
132,615760204,2017-04-04T16:43:12.000Z,RT @SpeakingOfKe_: If a nigga ever talk bad about me just know I hurt them 😌,849301337036730368
133,797947838697271296,2017-04-05T19:51:19.000Z,RT @KeithOlbermann: This fatuous idiot believes all he has to do is issue an order. https://t.co/mWsjRJLQ2S,849711065994866688
134,3853890389,2017-04-01T03:36:35.000Z,RT @MaieAiyed: it costs zero dollars to not be a fucking idiot,848016214886674432
135,735536569604440064,2017-03-31T03:28:54.000Z,This nigga really ugly asf 😂😂😂 https://t.co/z4ZajBa5aZ,847651893446811652
136,347962879,2017-04-07T02:55:30.000Z,RT @requestGranted: I literally loathe every one of y'all that voted this idiot into office,850180203112476673
137,802641224276414464,2017-04-05T01:40:43.000Z,Islamic State says U.S. 'being run by an idiot' https://t.co/hjne8NKBT7 we'll see who the idiots end up being,849436607530795008
138,161606606,2017-04-02T17:49:47.000Z,RT @HelenKennedy: And you thought the Brits were idiots about Brexit. Now they are talking war with Spain. (Insert pic of Putin chortling o…,848593317541576704
139,802994862048079872,2017-04-06T14:36:08.000Z,I Hate A Mice Head Nigga That Want A Bitch All To They Self But Be Micen Like A Mf 😑,849994135398486017
140,3002004721,2017-04-03T07:05:05.000Z,RT @jayabharati: Searching fr relevance in any issue making rounds aftr being kicked out of AAP. Desperate retard compares God to a fiction…,848793461331447809
141,168387761,2017-03-31T17:25:59.000Z,RT @JLaCocaina: yall niggas want somebody to be yall mom so bad. how ima motivate you and you dont even motivate yourself?! https://t.co/mJ…,847862552348504064
142,2966660663,2017-03-30T15:47:53.000Z,"send these idiots to Venezuela - see how they survive, https://t.co/0HbZZAsJsR",847475476813668353
143,1375620606,2017-04-05T09:06:28.000Z,"RT @funder: .@SenJohnMcCain Trump is evil.

And if u support him still now—u bet your ass you're evil too.

#GOPBloodMoney #trumpleaks #tru…",849548784208162818
144,231658977,2017-03-31T05:43:38.000Z,know them niggas lookin so you know they gon hate 😈,847685800183513089
145,811724821201616900,2017-04-01T16:56:54.000Z,I don't know what's worse: the Yooka-Laylee rap or the people in the comment section whining about JonTron. It's so goddamn pathetic.,848217621145292803
146,2172892762,2017-04-06T02:02:55.000Z,RT @femalebreezyyyy: I fucking hate my body and myself.,849804582209421312
147,277139826,2017-04-07T00:00:58.000Z,"Result:  @comcast from your idiot employee, you could atleast replace my windshield https://t.co/wSDHAjm2ga",850136280365228032
148,808823377674825728,2017-04-08T20:55:18.000Z,RT @Newsweek: ISIS calls Trump an 'idiot' and tells U.S. to await 'bloodbath' in official comments https://t.co/jzifUjVU2l https://t.co/jDG…,850814331524657152
149,79743945,2017-04-01T07:18:04.000Z,"@AgentSaffron tweets like yours happen, when you are retarded and your don't know it",848071952983932928
150,49879165,2017-03-30T20:56:15.000Z,@reesonabledoubt @karyewest yup. I hated the way it ended. Fuckin tease,847553079838953473
151,3371861133,2017-04-03T03:21:23.000Z,RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,848737165378953216
152,341931543,2017-04-05T05:44:47.000Z,It's Even Boring Listening To These Niggas Talk About Golf 😴😴😴😴,849498028931252224
153,129839979,2017-03-31T21:17:39.000Z,"RT @illesttam: i need me a lil baby who goin' listennn, because i fucking hate repeating myself",847920853178306560
154,3034136261,2017-03-30T22:12:37.000Z,@iNonVicious your litterally just making ecxuses for droping 2 kills in 2 maps ask anyone we dont boot you werent lagging doshit retard,847572298110468096
155,792613383606562816,2017-04-08T20:19:03.000Z,RT @jayy100k_: Idgaf what my shorty wear cause niggas can look buh can't have 🤷🏽‍♂️👌🏾not Finna stop ha from looking bad asl 🤤,850805208917659648
156,293468474,2017-04-01T21:39:33.000Z,@DavidKlion the worst damn part of waiting at that toll station,848288752359407616
157,1717198723,2017-04-07T04:01:36.000Z,"RT @shutuplayla: And you idiots are tweeting Obama for help......the man who dropped 50,000 missiles &amp; bombs on Iraq and Syria every 20 min…",850196837734563841
158,163152261,2017-04-02T16:41:44.000Z,"RT @Money_Cabb: As soon as y'all post y'all ugly ass kids on IG, I hit that Unfollow button",848576192219369473
159,14144354,2017-04-03T22:45:56.000Z,"RT @MadelineAshby: Or, hey, maybe retconning Captain America into a Nazi is bad for sales. https://t.co/ktBoXZb2iB",849030234011832320
160,308807562,2017-04-03T00:26:54.000Z,I hate this lmaoooo pisses me off https://t.co/WYH63iAzii,848693255231479812
161,3075886765,2017-04-02T03:49:57.000Z,My bitch fucked another nigga that hurt my feelings !,848381966558822400
162,39770780,2017-04-04T06:13:18.000Z,And these idiot @GOP token women are standing around applauding another cruel nonsensical 45* move. Is this MAGA? https://t.co/SRAlPmCC8V,849142817515380736
163,809955547,2017-03-31T02:02:03.000Z,My sister is mad as hell we haf to watch huck getting shot twice!!! Who does that?? #Scandal,847630036899291136
164,4831036266,2017-03-30T22:47:55.000Z,So tired of people who continue to put themselves in shitty situations with shitty people expecting change..like no it will never change!!!,847581181650636801
165,1342362086,2017-04-03T08:14:51.000Z,RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,848811018708893696
166,768828506134482944,2017-04-01T19:55:06.000Z,@realDonaldTrump You are an idiot and the majority of Americans see it.,848262466652053509
167,759414372984721408,2017-04-05T16:38:21.000Z,ISIS message calls Trump 'foolish idiot' https://t.co/U3bw3D3YM7 #Politics #Trump #USA,849662504359927809
168,702353186770677761,2017-04-03T04:47:34.000Z,RT @josezarate620: hello twitter. u ugly as hell tonight.,848758854158614528
169,468858353,2017-03-30T20:58:52.000Z,RT @qveenbreezy__: y'all niggas be mad disrespectful I swear!!!!,847553738344714240
170,384368286,2017-04-07T21:02:27.000Z,"RT @OGcuhh: I hate when fat niggas try to shoot they shot at me, that's disrespectful.",850453743023902720
171,311508411,2017-04-07T02:37:26.000Z,RT @Iloveyou12001: I swear niggas get in fraternities and forget they still ugly 😫😂,850175656478560256
172,79255048,2017-04-01T12:46:10.000Z,"@thedailybeast I am so sick of hearing Susan Sarandon talk, idiot she is...",848154522035859456
173,2996264324,2017-03-30T20:43:24.000Z,RT @arigmatica: I fucking hate Sean https://t.co/xK5c8qOrgD,847549846034587649
174,335796509,2017-03-31T07:44:29.000Z,Ew why tf is Uriah Justus ugly racist ass in 13 reasons why,847716213098659840
175,317276003,2017-04-08T11:32:46.000Z,RT @PrisonPlanet: Join us today on the DC mall for Pussy March 2 against evil fascist dictator Drumpf. #RESISTANCE #NOTMYPRESIDENT #IMWITHH…,850672765401276416
176,2828097478,2017-04-04T15:51:39.000Z,RT @RoleeModel: I hate when niggas try to talk to me 😕 I don't be wanting y'all asses,849288364054466561
177,15538636,2017-04-05T01:23:20.000Z,RT @funder: RT if you're sick of these Nazis #trumprussia,849432232888598529
178,2376459424,2017-04-05T05:34:30.000Z,@BDDarryl Yea this nigga hate his job he rey go ddh and beat up some Mexicans tomorrow,849495441045676033
179,2895111774,2017-04-02T15:30:55.000Z,@theDMatthews Where is Emotion by CRJ or BWET or Fantasea by Azealia? Why do you hate the gays Dylan?,848558370600648705
180,1087728438,2017-04-07T21:54:20.000Z,RT @wilw: Idiot in Chief can't even stay in script when he's talking about bombing a country he refused to accept refugees from.,850466799879684096
181,811363698270998528,2017-04-04T02:58:43.000Z,@TuckerCarlson Juan Juan. Who pays you to say these idiot things,849093849008021505
182,778037514405675008,2017-04-03T15:17:42.000Z,"if yo bestfriend dont call/act like ur girlfriend when she see a ugly nigga trynna yike w u at a party they aint your bestfriend, period.",848917432395628544
